name_a,type_a,name_b,type_b,similarity,confidence,reason
資訊系統架構,system,資訊處理系統,system,0.8399,0.8,兩節點名稱語意相近，皆指涉資訊系統的架構或處理
雲端環境,system,雲端基礎設施,system,0.8393,0.9,雲端環境和雲端基礎設施在資訊系統的語境下是同義詞
電腦主機,system,個人電腦,system,0.8382,0.9,電腦主機和個人電腦是同義詞
使用者裝置,system,使用者電腦,system,0.8373,0.9,使用者裝置和使用者電腦在資訊系統中是同義詞
聯網裝置,system,iot裝置,system,0.8366,0.9,聯網裝置和IoT裝置是同義詞
工作站,system,工作站/個人電腦,system,0.8365,0.8,工作站和工作站/個人電腦在資訊系統中指稱相似的概念
監視系統,system,閉路監視系統,system,0.8364,0.8,監視系統和閉路監視系統在語意上相近，後者是前者的具體實現形式
雲端服務,system,雲端平台,system,0.8363,0.8,雲端服務和雲端平台在本體論類別system下為同義詞
系統主機,system,電腦主機,system,0.836,0.9,系統主機和電腦主機是同義詞
iot裝置,system,物聯網設備,system,0.8356,0.9,iot裝置和物聯網設備是同義詞
dmz區,system,隔離區 (dmz),system,0.8344,1.0,兩節點名稱語意等價，dmz區和隔離區（dmz）是同義詞
雲端服務,system,雲端運算,system,0.8343,0.8,雲端服務和雲端運算是相關概念，且雲端服務通常涉及雲端運算
關鍵基礎設施,system,重要設施,system,0.8335,0.8,兩節點名稱語意相近，關鍵基礎設施和重要設施都指涉重要的基礎設施
電腦伺服器,system,網站伺服器,system,0.8334,0.8,電腦伺服器和網站伺服器都是提供服務的伺服器，名稱語意相近
使用者裝置,system,行動裝置,system,0.8332,0.8,使用者裝置和行動裝置在資訊系統中指稱相似的概念
雲端資訊系統,system,雲端環境,system,0.8328,0.8,雲端資訊系統和雲端環境在本體論類別system下具有相近的語意含義
資產,system,資訊安全資產,system,0.8314,0.8,資產和資訊安全資產在系統本體論類別下具有語意等價性
目標主機,system,目標電腦,system,0.8313,0.9,目標主機和目標電腦是同義詞
ic卡,system,非接觸式 ic 卡,system,0.8312,0.9,ic卡和非接觸式ic卡語意等價
硬體類資產,system,硬體,system,0.8305,0.9,節點 A 和節點 B 的名稱語意相近，均指稱硬體類資產
internet 伺服器,system,網站伺服器,system,0.8301,0.9,internet 伺服器和網站伺服器都是用於提供網站服務的伺服器，語意上相近
終端使用者裝置,system,裝置,system,0.8293,0.8,兩節點名稱語意相近，終端使用者裝置是一種裝置
殭屍網路,system,殭屍電腦,system,0.8279,0.9,殭屍網路和殭屍電腦都是指被黑客控制的受感染電腦
出入口,system,門,system,0.8274,0.8,出入口和門是同義詞
核心資通系統,system,關鍵系統,system,0.8272,0.8,核心資通系統和關鍵系統在資訊系統的語境下可能指涉同一概念
系統資源,system,實體資源,system,0.8271,0.8,系統資源和實體資源在資訊系統中可視為同義詞
使用者端,system,使用者的電腦,system,0.8271,0.8,使用者端和使用者的電腦在資訊系統中指稱同一個概念
組織網路,system,公司網路,system,0.827,0.8,組織網路和公司網路在此語境下是同義詞
電腦設備,system,裝置,system,0.827,0.8,電腦設備和裝置在資訊系統中有相似的含義
攝影機,system,ip camera,system,0.8267,0.9,攝影機和ip camera是同義詞
使用者裝置,system,用戶電腦,system,0.8255,0.9,使用者裝置和用戶電腦是同義詞
基礎設施,system,資訊基礎設施,system,0.8254,0.8,基礎設施和資訊基礎設施在系統本體論類別下具有語意等價性
聯網裝置,system,物聯網相關設備,system,0.8249,0.8,聯網裝置和物聯網相關設備在系統類別下具有相似的含義
平台即服務 (paas),system,paas,system,0.8249,1.0,節點 A 和節點 B 的名稱語意等價
資訊機房,system,資訊處理設施,system,0.8236,0.8,資訊機房和資訊處理設施在系統類別下具有相似的語意含義
電力系統,system,電網,system,0.8231,0.9,電力系統和電網是同義詞
網路空間,system,網路環境,system,0.823,0.8,網路空間和網路環境在此語境下為同義詞
主機端點,system,主機,system,0.8223,0.9,主機端點和主機是相關的資訊系統概念，且名稱語意相近
b2b電子商務,system,電子商務系統,system,0.8219,0.8,節點 A 和節點 B 的名稱語意相近，均指電子商務的系統或平台
linux 作業系統,system,linux 系統,system,0.8198,0.9,linux 作業系統和 linux 系統是語意等價的表達
物聯網 (iot),system,物聯網,system,0.8198,1.0,兩節點名稱語意等價
用戶設備,system,電腦設備,system,0.8197,0.8,用戶設備和電腦設備在系統本體論類別下具有相似的語意含義
營運持續管理,system,營運持續計劃,system,0.8197,0.8,營運持續管理和營運持續計劃在本體論類別system下為同義詞
資訊機房,system,機房,system,0.8195,0.9,資訊機房和機房是同義詞
電信網路,system,網路系統,system,0.8185,0.8,電信網路和網路系統在本體論類別system下具有相似的語意含義
家中電腦,system,使用者電腦,system,0.8182,0.8,兩節點名稱語意相近，均指稱個人使用的電腦
gsm,system,gsm 行動電話設備,system,0.8181,0.9,節點A和節點B的名稱語意等價，GSM是行動電話設備的標準化形式
企業內部網路,system,組織網路,system,0.8179,0.9,企業內部網路和組織網路是同義詞
用戶設備,system,用戶設備 (ue),system,0.8178,0.9,節點名稱語意等價
使用者的電腦,system,家中電腦,system,0.8176,0.8,兩節點名稱語意相近，均指使用者個人使用的電腦
雲端服務系統,system,雲端基礎設施,system,0.8174,0.8,雲端服務系統和雲端基礎設施在本體論類別system下具有相似的語意含義
iot裝置,system,物聯網 (iot),system,0.8168,1.0,iot裝置和物聯網(iot)是同義詞
安全環境,system,安全基礎設施,system,0.8166,0.8,安全環境和安全基礎設施在資訊系統中指涉的是相關的安全概念
晶片卡,system,非接觸式 ic 卡,system,0.8164,0.9,晶片卡和非接觸式IC卡是同義詞
系統主機,system,主機a,system,0.8161,0.8,系統主機和主機a雖名稱不同，但都指稱資訊系統的主機概念
資產,system,實體化資產,system,0.8158,0.8,資產和實體化資產在本體論類別system中具有相似的語意含義
行動電話,system,android 手機,system,0.8155,0.8,行動電話和Android手機都是指行動通訊設備，且Android手機是一種行動電話的實現
用戶設備,system,終端使用者裝置,system,0.8152,0.9,用戶設備和終端使用者裝置是同義詞
模組裝置,system,iot裝置,system,0.8146,0.8,模組裝置和IoT裝置在系統中都指涉特定功能的硬體或軟體單元
雲端運算服務,system,雲端環境,system,0.8142,0.8,雲端運算服務和雲端環境在本體論類別system下具有相近的語意含義
基地台,system,基地台 (ap),system,0.8139,0.9,兩節點名稱語意等價，基地台和基地台 (ap) 指稱相同概念
使用者端,system,用戶終端設備,system,0.8138,0.9,使用者端和用戶終端設備是資訊系統中用戶交互的同義詞
組織內部網路,system,企業或組織內部,system,0.8137,0.9,節點 A 和節點 B 的名稱語意相近，均指組織內部的網路或系統
系統計算機,system,資訊處理系統,system,0.8136,0.8,系統計算機和資訊處理系統是同義詞
第二代行動通訊,system,行動通訊系統,system,0.8128,0.8,兩節點名稱語意相近，第二代行動通訊是一種行動通訊系統
電腦伺服器,system,internet 伺服器,system,0.8126,0.8,電腦伺服器和internet伺服器都是指提供網際網路服務的伺服器
目標主機,system,目標伺服器,system,0.8125,0.9,目標主機和目標伺服器在資訊系統中常被用作同義詞
使用者端,system,終端使用者裝置,system,0.8123,0.8,使用者端和終端使用者裝置在資訊系統中指稱相似的概念
物聯網相關設備,system,iot裝置,system,0.8115,0.9,物聯網相關設備和iot裝置是同義詞
用戶電腦,system,家中電腦,system,0.8111,0.8,用戶電腦和家中電腦在此語境下可視為同義詞
系統主機,system,內部主機,system,0.8108,0.8,系統主機和內部主機在資訊系統中可能指稱同一概念
企業組織營運,system,企業或組織內部,system,0.8107,0.8,兩節點名稱語意相近，均指企業或組織的內部營運
物聯網節點,system,物聯網,system,0.8104,0.9,兩節點名稱語意等價
營運系統伺服器,system,公司伺服器,system,0.8099,0.8,兩節點名稱語意相近，均指伺服器
雲端服務環境,system,雲端平台,system,0.8096,0.8,雲端服務環境和雲端平台在本體論類別system下具有相似的語意含義
san,system,nas,system,0.8078,0.8,san 和 nas 都是儲存系統的縮寫，分別代表 Storage Area Network 和 Network Attached Storage
linux工作站,system,linux桌上型電腦,system,0.807,0.9,linux工作站和linux桌上型電腦在大多數情況下指稱相同的概念
c2c電子商務,system,電子商務系統,system,0.806,0.9,c2c電子商務和電子商務系統是同義詞
osi 參考模式,system,osi模型,system,0.806,0.9,節點 A 和節點 B 的名稱語意等價，OSI 參考模式和 OSI 模型是同一個概念的不同稱呼
目標網路,system,目標系統,system,0.8054,0.9,目標網路和目標系統在資訊系統的語境下是同義詞
電腦主機,system,主機,system,0.8054,0.9,電腦主機和主機在資訊系統中是同義詞
硬體資產,system,電腦設備,system,0.8051,0.8,硬體資產和電腦設備在資訊系統中常常指涉相關概念
暖備援站點,system,備用站點,system,0.8045,0.8,兩節點名稱語意相近，暖備援站點和備用站點都指涉資訊系統的備援設施
控制的設備,system,自動化生產與控制系統設備,system,0.8038,0.8,兩節點名稱語意相近，均涉及控制設備
ims,system,多媒體子系統 (ims),system,0.8032,0.9,ims 和多媒體子系統 (ims) 的名稱語意等價
智慧卡電子系統,system,ic 卡系統,system,0.8031,0.8,智慧卡電子系統和ic卡系統是同義詞
機器人電腦,system,系統計算機,system,0.8028,0.9,機器人電腦和系統計算機在本體論類別system下具有相似的語意含義
雲端基礎設施,system,雲端服務環境,system,0.8025,0.8,雲端基礎設施和雲端服務環境在本體論類別system下具有相近的語意含義
gsm 行動電話設備,system,手機,system,0.8023,0.9,gsm 行動電話設備和手機是同義詞
機房,system,資訊設施機房,system,0.8017,0.9,機房和資訊設施機房的名稱語意相近，指稱相同的概念
雲端運算,system,雲端平台,system,0.801,0.8,雲端運算和雲端平台在本體論類別system下為同義詞
關聯式資料庫,system,資料庫系統,system,0.8009,0.9,兩節點名稱語意相近，皆指涉資料儲存系統
linux系統設備,system,linux 系統,system,0.8007,0.8,節點 A 和節點 B 都指涉 Linux 系統，設備是系統的一部分
系統應用程式,app,應用系統程式,app,0.9778,0.9,系統應用程式和應用系統程式是同義詞
軟體類資產,app,軟體資產,app,0.9771,0.9,軟體類資產和軟體資產在語意上相近，指稱同一概念
ms-sql server,app,ms sql server,app,0.973,1.0,兩節點名稱語意等價，僅有連字號的差異
系統應用程式,app,應用系統,app,0.9477,0.9,系統應用程式和應用系統是同義詞
網站應用程式,app,網頁應用程式,app,0.9438,0.9,網站應用程式和網頁應用程式是同義詞
電腦軟體,app,軟體程式,app,0.9329,0.9,節點 A 和節點 B 的名稱語意等價，都是指軟體程式
儲存服務,app,雲端儲存服務,app,0.9321,0.8,儲存服務和雲端儲存服務是相關的概念，且雲端儲存服務可以被視為儲存服務的一種特定形式
網路應用程式,app,網路應用軟體,app,0.9286,0.9,網路應用程式和網路應用軟體是同義詞
程式,app,電腦程式,app,0.9236,0.9,程式和電腦程式是同義詞
應用系統程式,app,應用軟體子系統,app,0.9234,0.8,兩節點名稱語意相近，均指涉及應用程式的子系統或系統
軟體程式,app,應用軟體,app,0.9194,0.9,軟體程式和應用軟體是同義詞
手機app程式,app,應用程式,app,0.9151,0.9,節點名稱語意等價
手機app程式,app,行動應用程式,app,0.9139,0.9,兩節點名稱語意等價，都是指行動裝置上的應用程式
系統應用程式,app,應用軟體子系統,app,0.9137,0.8,系統應用程式和應用軟體子系統在語意上相近，可能指稱同一概念
應用軟體,app,應用程式,app,0.9119,1.0,兩節點名稱語意等價
應用程式,app,行動應用程式,app,0.9114,0.9,兩節點名稱語意相近，行動應用程式是應用程式的一種特定類型
應用程式,app,app,app,0.9081,1.0,節點 A 和節點 B 的名稱語意等價，都是指應用程式
安裝軟體,app,安裝程式,app,0.9064,0.9,節點名稱語意等價
erp系統,app,erp 系統,app,0.9052,1.0,節點 A 和節點 B 的名稱完全相同，均為 erp 系統
應用系統程式,app,應用程式,app,0.9048,0.9,兩節點名稱語意等價，都是指應用程式的概念
網頁,app,web 頁面,app,0.9039,0.9,網頁和web頁面是同義詞
網路應用程式,app,網頁應用程式,app,0.8974,0.8,網路應用程式和網頁應用程式都是指在網路上運行的應用程式
網路應用程式,app,應用程式,app,0.8922,0.8,節點 A 和節點 B 的名稱語意相近，網路應用程式是一種應用程式
線上購物,app,購物網站,app,0.8885,0.9,線上購物和購物網站是同義詞
web 應用程式,app,網頁應用程式,app,0.882,0.9,節點 A 和節點 B 的名稱語意等價，都是指網頁上運行的應用程式
電腦軟體,app,應用軟體,app,0.8811,0.9,節點 A 和節點 B 的名稱語意等價，都是指應用程式的軟體
微軟網路芳鄰,app,網路芳鄰,app,0.8797,0.9,節點 A 和節點 B 的名稱語意相近，且節點 A 的名稱包含了節點 B 的名稱，表明兩者可能指稱同一個概念
網站,app,官網,app,0.8786,0.8,網站和官網在此語境下是同義詞
應用系統程式,app,應用軟體,app,0.8768,0.9,兩節點名稱語意等價，都是指應用程式
app,app,行動應用程式,app,0.8757,0.9,app 和 行動應用程式 是同義詞
手機app程式,app,app,app,0.8749,0.8,節點A和節點B的名稱語意相近，均指稱應用程式
系統應用程式,app,應用程式,app,0.8722,0.9,節點名稱語意等價
軟體系統,app,軟體程式,app,0.8663,0.9,軟體系統和軟體程式在此語境下是同義詞
軟體程式,app,網路應用軟體,app,0.8646,0.8,軟體程式和網路應用軟體在本體論類別app下語意相近
電子商務網站,app,購物網站,app,0.8645,0.9,電子商務網站和購物網站是同義詞
應用軟體,app,應用程式套件,app,0.8636,0.9,兩節點名稱語意等價，都是指應用程式的不同稱呼
芳鄰,app,網路芳鄰,app,0.8629,0.9,節點 A 和節點 B 的名稱語意等價，都是指網路芳鄰應用程式
web 應用程式,app,網站應用程式,app,0.8625,0.9,web 應用程式和網站應用程式是同義詞
網路應用程式,app,網站應用程式,app,0.8589,0.8,網路應用程式和網站應用程式在此語境下可視為同義詞
應用系統程式,app,軟體系統,app,0.8569,0.8,節點名稱語意相近，均指軟體系統
電子郵件用戶端,app,電子郵件客戶端,app,0.8562,0.9,電子郵件用戶端和電子郵件客戶端是同義詞
網路應用軟體,app,網頁應用程式,app,0.8542,0.8,網路應用軟體和網頁應用程式都是指在網路上運行的應用程式
應用系統程式,app,應用程式套件,app,0.8522,0.9,兩節點名稱語意相近，均指應用程式的概念
軟體系統,app,應用系統,app,0.8515,0.9,軟體系統和應用系統在本體論類別app下為同義詞
軟體程式,app,電腦程式,app,0.8514,0.9,軟體程式和電腦程式是同義詞
app,app,第三方 app,app,0.851,0.8,節點 A 和節點 B 的名稱語意相關，第三方 app 是 app 的一種類型
網路應用程式,app,應用軟體,app,0.8503,0.8,網路應用程式和應用軟體在本體論類別app下具有相似的語意含義
ftp伺服器,app,ftp 服務,app,0.8446,0.9,ftp伺服器和ftp服務是同義詞
應用軟體,app,應用系統,app,0.8436,0.9,應用軟體和應用系統是同義詞
電腦軟體,app,網路應用軟體,app,0.8419,0.8,節點 A 和節點 B 的名稱雖然不同，但都指稱軟體應用程式的概念
套裝軟體,app,應用程式套件,app,0.8411,0.9,套裝軟體和應用程式套件是同義詞
應用系統程式,app,軟體程式,app,0.8407,0.8,兩節點名稱語意相近，均指軟體應用程式
手機app程式,app,應用軟體,app,0.8398,0.9,節點 A 和節點 B 的名稱語意等價，都是指應用程式
不安全網站,app,惡意網站,app,0.8392,0.8,不安全網站和惡意網站在語意上相近，均指涉及安全風險的網站
應用軟體子系統,app,軟體程式,app,0.8392,0.8,兩節點名稱語意相近，均指軟體相關概念
web 頁面,app,網站 weba,app,0.8372,0.8,節點 A 和節點 B 的名稱語意相近，均指涉網站或網頁
安裝軟體,app,軟體程式,app,0.8372,0.8,節點名稱語意相近，安裝軟體和軟體程式都指涉軟體應用
ftp伺服器,app,ftp,app,0.8365,0.9,ftp伺服器和ftp是同義詞，均指檔案傳輸協定伺服器
組織的網站,app,官網,app,0.8343,0.9,節點 A 和節點 B 的名稱語意等價，均指組織的官方網站
軟體系統,app,電腦軟體,app,0.8313,0.9,軟體系統和電腦軟體是同義詞
網路應用程式,app,app,app,0.8304,0.8,節點 A 和節點 B 的名稱語意等價，均指稱應用程式的概念
行動應用程式,app,第三方 app,app,0.8286,0.8,兩節點名稱語意相關，行動應用程式通常指第三方 app
網路應用軟體,app,網站應用程式,app,0.822,0.8,節點 A 和節點 B 的名稱語意相近，均指涉網路應用程式
電腦軟體,app,電腦程式,app,0.8219,0.9,電腦軟體和電腦程式是同義詞
服務,app,http 服務,app,0.8207,0.8,服務和http服務在此語境下可視為同義詞
應用系統程式,app,手機app程式,app,0.8157,0.8,兩節點名稱語意相近，均指稱應用程式
受害網站,app,不安全網站,app,0.8157,0.8,受害網站和不安全網站是同義詞
雲端應用程式,app,網路應用軟體,app,0.8153,0.8,兩節點名稱語意相近，雲端應用程式和網路應用軟體都指的是在網路上運行的應用程式
app,app,應用系統,app,0.8139,0.9,app 和 應用系統 是同義詞
應用系統程式,app,app,app,0.8122,0.9,節點 A 和節點 B 的名稱語意等價，都是指應用程式
檔案傳輸服務,app,ftp 服務,app,0.8102,0.9,檔案傳輸服務和ftp服務語意等價
網路應用程式,app,web 應用程式,app,0.8083,0.9,網路應用程式和web應用程式是同義詞
網路應用程式,app,手機app程式,app,0.8073,0.8,節點名稱語意相近，網路應用程式和手機app程式都指稱應用程式
php 網頁,app,web 頁面,app,0.8072,0.8,php 網頁和 web 頁面都是指網頁應用程式
微軟網路芳鄰,app,芳鄰,app,0.8047,0.9,節點 A 和節點 B 的名稱語意等價，都是指微軟網路芳鄰
app,app,網站應用程式,app,0.8046,0.8,節點 A 和節點 B 的名稱雖然不同，但都指稱應用程式的概念
ftp,app,ftp 服務,app,0.8028,0.9,節點名稱語意相近，ftp 和 ftp 服務指稱同一概念
電子郵件用戶端,app,電子郵件軟體,app,0.802,0.9,電子郵件用戶端和電子郵件軟體是同義詞
災害復原計畫,policy,災害復原計劃,policy,0.9934,0.9,兩節點名稱語意等價，計畫和計劃是同義詞
災難復原計畫,policy,災害復原計畫,policy,0.9811,0.9,災難復原計畫和災害復原計畫是同義詞
災難復原計畫,policy,災害復原計劃,policy,0.979,0.9,兩節點名稱語意等價，都是指復原計畫
營業秘密法,policy,營業祕密法,policy,0.9744,1.0,兩節點名稱語意等價
營運持續性計畫,policy,營運持續計畫,policy,0.9736,0.9,兩節點名稱語意相近，營運持續性計畫和營運持續計畫是同義詞
rpo (復原點目標),policy,復原點目標 (rpo),policy,0.9719,1.0,節點 A 和節點 B 的名稱語意等價
存取控制政策,policy,存取控管政策,policy,0.9704,0.9,存取控制政策和存取控管政策是同義詞
強式密碼原則,policy,強密碼原則,policy,0.9655,0.9,強式密碼原則和強密碼原則是同義詞
資訊安全教育訓練,policy,資訊安全教育與訓練,policy,0.9609,0.9,節點名稱語意等價
教育培訓,policy,教育訓練,policy,0.9573,0.9,教育培訓和教育訓練是同義詞
強密碼原則,policy,密碼原則,policy,0.9559,0.8,強密碼原則和密碼原則是相關的安全政策，強密碼原則可以被視為密碼原則的一種具體實現或強化版本
風險控制,policy,風險控制措施,policy,0.9523,0.9,風險控制和風險控制措施語意相近，均指涉及風險的控制或管理
密碼原則,policy,安全密碼原則,policy,0.9511,0.9,節點名稱語意等價，都是指密碼的安全原則
iso/iec 27001,policy,iso 27001,policy,0.9488,1.0,節點 A 和節點 B 的名稱語意等價，都是指 ISO 27001 安全標準
備援計畫,policy,災難備援計畫,policy,0.9423,0.8,兩節點名稱語意相近，備援計畫和災難備援計畫都指涉資料或系統的備份和恢復機制
營運持續規劃,policy,營運持續計畫,policy,0.9421,0.9,營運持續規劃和營運持續計畫是同義詞
歐盟一般資料保護規範 (gdpr),policy,通用資料保護規範 (gdpr),policy,0.9409,1.0,節點 A 和節點 B 的名稱語意等價，均指稱歐盟一般資料保護規範
服務條約,policy,服務條款,policy,0.9393,0.9,服務條約和服務條款是同義詞
安全管理政策,policy,安全政策,policy,0.9362,0.9,節點名稱語意等價
營運持續性計畫,policy,營運持續規劃,policy,0.933,0.9,兩節點名稱語意相近，營運持續性計畫和營運持續規劃是同義詞
資訊存取控制政策,policy,存取控制政策,policy,0.9312,0.9,兩節點名稱語意相近，存取控制政策是資訊存取控制政策的標準化形式
資訊安全策略,policy,安全策略,policy,0.9282,0.9,節點 A 和節點 B 的名稱語意等價，都是指安全策略的概念
風險處理策略,policy,風險處理措施,policy,0.9242,0.8,風險處理策略和風險處理措施在安全政策的背景下是同義詞
強密碼原則,policy,安全密碼原則,policy,0.9241,0.9,兩節點名稱語意等價，都是指密碼的安全原則
iso 27001：2022,policy,iso/iec 27001:2022,policy,0.9215,1.0,節點 A 和節點 B 的名稱語意等價，都是指 ISO 27001:2022 安全標準
責任區分,policy,責任分擔,policy,0.9158,0.8,責任區分和責任分擔在安全政策的語境中是同義詞
資訊存取控制政策,policy,存取控管政策,policy,0.9152,0.9,兩節點名稱語意等價，都是描述存取控制的政策
存取權限管理,policy,存取權限控管,policy,0.9151,0.9,存取權限管理和存取權限控管是同義詞
fips 140,policy,fips 140-2,policy,0.9146,0.9,FIPS 140-2 是 FIPS 140 的更新版本
電腦處理個人資料保護法,policy,個人資料保護法,policy,0.9114,0.9,節點 A 和節點 B 的名稱語意相近，均指涉及個人資料保護的法律
資訊安全政策,policy,安全政策,policy,0.9078,0.9,兩節點名稱語意等價
強式密碼原則,policy,密碼原則,policy,0.9053,0.8,強式密碼原則和密碼原則在安全政策的語境下是相關的，且強式密碼原則可以被視為密碼原則的一種具體實現或強化版本
歐盟一般資料保護規範 (gdpr),policy,歐盟通用資料保護規範,policy,0.9046,1.0,節點 A 和節點 B 的名稱語意等價，都是指歐盟的資料保護規範
fips 140,policy,fips 140-3,policy,0.9022,0.9,FIPS 140 和 FIPS 140-3 是同一安全標準的不同版本
zero trust security,policy,零信任,policy,0.9005,0.9,節點 A 和節點 B 的名稱語意等價，都是指零信任安全政策的概念
法規,policy,法律,policy,0.8985,0.9,法規和法律都是政策的標準化形式，語意上相近
密碼複雜性原則,policy,密碼原則,policy,0.8948,0.8,節點 A 和節點 B 的名稱語意相近，均與密碼相關的原則或標準規範
itsec,policy,tcsec,policy,0.8918,0.8,itsec 和 tcsec 都是資訊安全政策的標準化形式
災害復原計畫,policy,災難備援計畫,policy,0.8913,0.9,災害復原計畫和災難備援計畫是同義詞
緊急應變計畫,policy,緊急計畫書,policy,0.8904,0.8,兩節點名稱語意相近，均指涉及應對緊急情況的計畫
防火牆管理規範,policy,防火牆規則,policy,0.8894,0.8,防火牆管理規範和防火牆規則語意相近，均指涉防火牆的管理或設定
風險規避,policy,風險控制,policy,0.8886,0.9,風險規避和風險控制是同義詞
災難復原計畫,policy,災難備援計畫,policy,0.8882,0.9,災難復原計畫和災難備援計畫是同義詞
資產分級,policy,資產分級管理,policy,0.8877,0.8,節點名稱語意相近，資產分級和資產分級管理指稱相關概念
災難備援計畫,policy,災害復原計劃,policy,0.887,0.9,災難備援計畫和災害復原計劃是同義詞
資訊安全政策,policy,資訊安全策略,policy,0.8869,0.9,資訊安全政策和資訊安全策略是同義詞
密碼複雜性原則,policy,強密碼原則,policy,0.884,0.9,兩節點名稱語意等價，均指密碼強度的要求
備份和恢復計劃,policy,災害復原計劃,policy,0.8817,0.8,兩節點名稱語意相近，均指資料或系統在發生災害後的恢復計畫
修改權限限制,policy,限制權限,policy,0.8815,0.8,節點名稱語意相近，均涉及權限限制
規範,policy,資安規範,policy,0.8811,0.9,規範和資安規範在安全政策或標準規範的本體論類別下是相關的同義詞
防火牆管理規範,policy,防火牆連線規則管理政策,policy,0.8792,0.8,兩節點名稱語意相近，均涉及防火牆管理
限制存取權限,policy,限制權限,policy,0.8786,0.9,節點名稱語意相近，均涉及限制權限
災害復原計畫,policy,備份和恢復計劃,policy,0.8781,0.9,兩節點名稱語意等價，都是指恢復系統或資料的計畫
法規遵循與適法性要求,policy,法規遵循,policy,0.8777,0.8,節點 A 和節點 B 的名稱語意相近，均涉及法規遵循
風險處理措施,policy,風險控制措施,policy,0.8776,0.9,風險處理措施和風險控制措施是同義詞
iso 27002:2022,policy,iso/iec 27002,policy,0.8773,0.9,節點 A 和節點 B 都指稱 ISO 27002 標準，名稱差異在於版本號和發佈機構的標示
強式密碼原則,policy,安全密碼原則,policy,0.8769,0.9,強式密碼原則和安全密碼原則是同義詞
政府組態基準,policy,政府組態基準 (gcb),policy,0.8745,1.0,節點 A 和節點 B 的名稱語意等價
法律及法規要求事項,policy,法律要求,policy,0.8741,0.8,節點 A 和節點 B 都與法律相關，且語意上相近
安全規則,policy,資訊傳送安全性規則,policy,0.8723,0.8,節點 A 和節點 B 的名稱語意相近，均與安全規則相關
fips 140,policy,fips 140 密碼模組安全標準,policy,0.8711,0.9,節點 A 和節點 B 的名稱語意等價，FIPS 140 是一個標準化的名稱
資訊安全政策,policy,安全管理政策,policy,0.8696,0.8,資訊安全政策和安全管理政策在本體論類別policy下語意相近
密碼安全管控,policy,密碼管制措施,policy,0.8692,0.9,兩節點名稱語意相近，均指涉密碼安全的管控或措施
密碼複雜性原則,policy,強式密碼原則,policy,0.8688,0.9,兩節點名稱語意相近，均指涉密碼強度的原則
災害復原計畫,policy,災害復原程序,policy,0.8683,0.8,災害復原計畫和災害復原程序在安全政策的背景下是相關的概念，且名稱語意相近
安全策略,policy,安全政策,policy,0.8678,1.0,節點名稱語意等價
存取權限控管,policy,存取控制,policy,0.8678,0.9,存取權限控管和存取控制是同義詞
災難復原計畫,policy,備份和恢復計劃,policy,0.8667,0.9,兩節點名稱語意等價，都是指恢復系統或資料的計畫
密碼和帳戶管理,policy,密碼保護和管理,policy,0.8663,0.9,節點名稱語意相近，均涉及密碼管理
規範,policy,規則制定標準,policy,0.8642,0.8,規範和規則制定標準在安全政策或標準規範的本體論類別下具有語意等價性
風險規避,policy,風險控制措施,policy,0.8634,0.8,風險規避和風險控制措施在安全政策的背景下是同義詞
緊急應變計畫,policy,突發事件計畫,policy,0.863,0.8,兩節點名稱語意相近，均指涉及應對緊急或突發事件的計畫
災害復原程序,policy,災害復原計劃,policy,0.8625,0.9,災害復原程序和災害復原計劃在語意上相近，均指涉及恢復和重建的計畫
網路安全倫理規範,policy,資安規範,policy,0.8615,0.8,節點 A 和節點 B 都指涉資安相關的規範
災害復原計畫 (drp),policy,災害復原計劃,policy,0.861,0.9,兩節點名稱語意等價，都是指災害復原計畫
經營策略,policy,策略,policy,0.8598,0.8,節點 A 和節點 B 的名稱語意相近，均指涉及策略的概念
突發事件計畫,policy,緊急計畫書,policy,0.8597,0.8,兩節點名稱語意相近，均指涉及應對特殊情況的計畫
災害復原計畫,policy,災害復原計畫 (drp),policy,0.8588,1.0,兩節點名稱語意等價
資安規範,policy,安全規則,policy,0.8557,0.9,資安規範和安全規則在本體論類別policy下為同義詞
法規,policy,規範,policy,0.8553,0.9,法規和規範在安全政策或標準規範的本體論類別中是同義詞
最低權限,policy,最小權限原則,policy,0.8535,0.9,最低權限和最小權限原則是同義詞
災難復原計畫,policy,災害復原計畫 (drp),policy,0.8524,0.9,災難復原計畫和災害復原計畫是同義詞
密碼複雜性原則,policy,安全密碼原則,policy,0.8523,0.9,兩節點名稱語意相近，均指涉密碼安全的原則
災難復原計畫,policy,災害復原程序,policy,0.8522,0.9,災難復原計畫和災害復原程序是同義詞
gdpr,policy,通用資料保護規範 (gdpr),policy,0.8513,1.0,節點 A 和節點 B 的名稱語意等價，均指稱通用資料保護規範
責任分擔,policy,風險分擔,policy,0.8497,0.8,責任分擔和風險分擔在安全政策中是相關的概念，且風險分擔可以被視為責任分擔的一種形式
安全控制措施,policy,風險控制措施,policy,0.8494,0.8,安全控制措施和風險控制措施在安全政策的背景下是相關的同義詞
資產分級,policy,資產分級政策,policy,0.8489,0.9,節點名稱語意相近，資產分級和資產分級政策指稱同一概念
存取控管政策,policy,存取權限控管,policy,0.8474,0.9,存取控管政策和存取權限控管是同義詞
資產分級管理,policy,資產分級政策,policy,0.845,0.9,節點 A 和節點 B 的名稱語意相近，均涉及資產分級的管理或政策
