name_a,type_a,name_b,type_b,similarity
加密系統,system,認證系統,system,0.8591374754905701
sql server,system,windows server,system,0.8588186502456665
公開金鑰加密系統,system,對稱金鑰加密系統,system,0.8588085174560547
裝置,system,物聯網裝置,system,0.8585261106491089
安全環境,system,安全區域,system,0.8583348989486694
資通系統,system,資訊系統,system,0.8582170605659485
企業網路電路,system,公司網路,system,0.8582034111022949
物聯網架構,system,物聯網,system,0.8579846024513245
硬體,system,電腦主機,system,0.8573782444000244
資產,system,硬體資產,system,0.8572996258735657
暖備援站點,system,行動備援站點,system,0.8572478890419006
資訊設施機房,system,資訊基礎設施,system,0.857049822807312
電力系統,system,電力設備,system,0.8569895625114441
硬體,system,電腦設備,system,0.8569649457931519
關鍵系統,system,系統,system,0.8566160202026367
作業系統,system,linux系統,system,0.8562318086624146
web伺服器,system,伺服器,system,0.8562294244766235
資源與設備,system,實體資源,system,0.8561224341392517
802.11g,system,802.11ac,system,0.8558781147003174
linux桌上型電腦,system,linux,system,0.8543992042541504
硬體類資產,system,硬體設備,system,0.8542814254760742
lte 系統,system,系統,system,0.8542360067367554
緊急事件管理,system,災害管理,system,0.8541726469993591
網路系統,system,系統,system,0.8540678024291992
虛擬機器,system,虛擬伺服器,system,0.8540180325508118
雲端環境,system,雲端服務,system,0.854013204574585
密碼系統,system,對稱金鑰加密系統,system,0.8539927005767822
wan,system,lan,system,0.8536136150360107
競爭對手的網路,system,電腦網路,system,0.8535433411598206
資訊系統架構,system,資訊基礎設施,system,0.8535271883010864
資產,system,硬體類資產,system,0.8535166382789612
ip 攝影機,system,攝影機,system,0.8533399701118469
資訊設備,system,物聯網設備,system,0.8532480001449585
伺服器作業系統,system,伺服器,system,0.8531211614608765
電腦網路,system,乙太網路,system,0.8530912399291992
基本網路安全服務,system,安全網路,system,0.8530910611152649
設備與系統,system,linux系統設備,system,0.8528306484222412
物聯網路,system,物聯網架構,system,0.8523492813110352
核心網路,system,核心網路 (epc),system,0.8523476123809814
行動電話,system,行動裝置,system,0.8522552251815796
企業網路,system,企業級路由器,system,0.8518780469894409
雲端環境,system,雲端平台,system,0.8517563343048096
物聯網相關設備,system,物聯網裝置,system,0.8516968488693237
資訊安全系統,system,資訊安全管理制度,system,0.8512946367263794
wan,system,san,system,0.8512662053108215
資訊資產,system,硬體資產,system,0.8512184023857117
資訊安全資產,system,資訊安全系統,system,0.8506188988685608
雲端資訊系統,system,資訊系統,system,0.8504120707511902
系統主機,system,系統,system,0.8501005172729492
電信網路,system,乙太網路,system,0.8496087789535522
聯網裝置,system,物聯網設備,system,0.8492451906204224
無線通訊,system,4g無線網路,system,0.849212110042572
資訊設備,system,資訊設施機房,system,0.8491852283477783
公開金鑰基礎建設 (pki),system,公開金鑰基礎建設,system,0.8486858010292053
無線網路,system,廣域網路,system,0.8485771417617798
伺服器,system,日誌伺服器,system,0.8484331369400024
internet 伺服器,system,伺服器,system,0.8482672572135925
無線存取器 (ap),system,無線存取器,system,0.8481981754302979
硬體資產,system,硬體,system,0.8481553196907043
目標網路,system,目標電腦,system,0.8475133180618286
無線網路,system,路由器,system,0.8474857807159424
電腦系統,system,硬體,system,0.8474632501602173
無線存取網路,system,無線區域網路,system,0.8473783731460571
資訊安全資產,system,資訊安全範疇,system,0.8471869230270386
網路系統,system,網路環境,system,0.8468517065048218
書本關聯表,system,出版商關聯表,system,0.8465108275413513
硬體資產,system,實體化資產,system,0.8464852571487427
虛擬機器,system,虛擬化控制環境,system,0.8464190363883972
行動電話,system,gsm 行動電話設備,system,0.846229612827301
分散式架構,system,分散式計算架構,system,0.8461845517158508
電腦伺服器,system,公司伺服器,system,0.8461578488349915
系統主機,system,主機,system,0.8461079597473145
網路環境,system,網際網路,system,0.8460493683815002
windows server,system,windows,system,0.8459137082099915
網路設備,system,用戶設備,system,0.8458941578865051
行動通訊,system,4g通訊,system,0.8457326889038086
硬體,system,硬碟,system,0.8457188010215759
無線通訊,system,無線設備,system,0.8456445336341858
windows server,system,windows 伺服器,system,0.845579206943512
競爭對手的網路,system,網際網路,system,0.8454299569129944
乙太網路,system,網際網路,system,0.8452802896499634
電子商務,system,c2b 電子商務,system,0.8452088236808777
硬體,system,機器人電腦,system,0.8452014327049255
資訊安全資產,system,資訊安全管理,system,0.8451366424560547
硬體設備,system,裝置,system,0.8448789119720459
web 伺服器,system,伺服器,system,0.8445231318473816
健保ic卡,system,ic金融卡,system,0.8444691300392151
windows 電腦,system,個人電腦,system,0.8443913459777832
資訊設備,system,物聯網相關設備,system,0.8442705869674683
物聯網平台,system,物聯網架構,system,0.8441517353057861
solaris 8,system,solaris 8 作業系統,system,0.8437896370887756
硬體類資產,system,實體化資產,system,0.8437563180923462
資料庫系統,system,備份系統,system,0.8436726927757263
作業系統,system,windows,system,0.8434494733810425
網通設備,system,資訊設備,system,0.8434348106384277
網路資源,system,雲端資源,system,0.8432931303977966
聯網裝置,system,wi-fi 裝置,system,0.8425918817520142
資訊設備,system,用戶設備,system,0.8425171971321106
nas,system,iaas,system,0.8424021005630493
行動通訊,system,近場通訊,system,0.8423629999160767
憑證機構資訊系統,system,資訊安全系統,system,0.8423552513122559
電腦系統,system,網路系統,system,0.8421958684921265
企業網路,system,網際網路,system,0.842083215713501
不安全的網路,system,安全傳輸網路,system,0.8417779803276062
可信賴電腦系統,system,電腦系統,system,0.8416975736618042
資訊安全管理系統,system,資訊安全管理系統 (isms),system,0.8414465188980103
無線設備,system,物聯網設備,system,0.8411142826080322
10.0.0.1,system,10.0.0.2,system,0.8410074710845947
企業網路,system,競爭對手的網路,system,0.8407150506973267
資訊處理設施,system,資訊系統,system,0.8406374454498291
密碼系統,system,機密性資料系統,system,0.8402674198150635
加密系統,system,區塊鏈系統,system,0.8402315974235535
硬體,system,個人電腦,system,0.8401082158088684
軟體即服務 (saas),system,saas,system,0.8399407863616943
資訊系統架構,system,資訊處理系統,system,0.8398733735084534
密碼系統,system,古典密碼系統,system,0.8397818803787231
無線通訊,system,無線存取網路,system,0.8395017385482788
乙太網路,system,廣域網路,system,0.8393835425376892
安全基礎設施,system,基礎設施,system,0.8393793106079102
物聯網平台,system,雲端平台,system,0.8393229246139526
雲端環境,system,雲端基礎設施,system,0.8392903804779053
雲端資訊系統,system,雲端基礎設施,system,0.8389201760292053
行動備援站點,system,冷備援站點,system,0.838811993598938
無線網路,system,公共無線網路服務,system,0.8386696577072144
無線區域網路,system,公共無線網路,system,0.8385717868804932
網路層,system,網路環境,system,0.8385476469993591
物聯網相關設備,system,硬體設備,system,0.8385341763496399
環境資產,system,資產,system,0.8384945392608643
無線網路,system,藍牙無線通訊,system,0.838318943977356
windows 10,system,windows,system,0.8381972312927246
電腦主機,system,個人電腦,system,0.8381924629211426
資產,system,虛擬資產,system,0.8378332853317261
802.11b,system,802.11g,system,0.8377283811569214
憑證機構資訊系統,system,認證系統,system,0.8376212120056152
組織,system,組織網路,system,0.8374665379524231
使用者裝置,system,使用者電腦,system,0.8372700810432434
電腦作業系統,system,硬體,system,0.8371806740760803
作業系統,system,系統計算機,system,0.8366715908050537
聯網裝置,system,iot裝置,system,0.8366222381591797
工作站,system,工作站/個人電腦,system,0.836512565612793
無線區域網路,system,4g無線網路,system,0.8364608883857727
監視系統,system,閉路監視系統,system,0.8364181518554688
雲端環境,system,雲端運算,system,0.8363971710205078
雲端服務,system,雲端平台,system,0.8363217115402222
企業網路電路,system,電網,system,0.836184024810791
虛擬伺服器,system,虛擬化控制環境,system,0.8361670970916748
系統主機,system,電腦主機,system,0.8359748125076294
iot裝置,system,物聯網設備,system,0.8356123566627502
dns伺服器,system,網站伺服器,system,0.8354684114456177
gsm,system,smartphone,system,0.8352344036102295
物聯網相關設備,system,電腦設備,system,0.8352285623550415
802.11a,system,802.11g,system,0.8351888656616211
電信網路,system,廣域網路,system,0.8351747989654541
加密系統,system,機密性資料系統,system,0.8348673582077026
無線區域網路,system,廣域網路,system,0.8348241448402405
dmz區,system,隔離區 (dmz),system,0.8344497084617615
雲端服務,system,雲端運算,system,0.8343258500099182
加密系統,system,公開金鑰密碼系統,system,0.8337993025779724
電腦設備,system,電腦控制的設備,system,0.8336284160614014
關鍵基礎設施,system,重要設施,system,0.8335299491882324
電腦伺服器,system,網站伺服器,system,0.8334447145462036
網路設備,system,無線設備,system,0.8333973288536072
雲端服務系統,system,雲端環境,system,0.833320140838623
使用者裝置,system,行動裝置,system,0.8332468271255493
系統主機,system,電腦作業系統,system,0.8331760764122009
windows 電腦,system,作業系統,system,0.8329238891601562
雲端資訊系統,system,雲端環境,system,0.8328413963317871
電腦或網路,system,網路環境,system,0.8327795267105103
系統主機,system,作業系統,system,0.8326472043991089
內外網路,system,外部網路設施,system,0.8323351144790649
電腦伺服器,system,網頁伺服器,system,0.8322995901107788
資訊資產,system,硬體類資產,system,0.8321397304534912
linux系統設備,system,linux,system,0.8316339254379272
資產,system,資訊安全資產,system,0.8314381837844849
行動通訊,system,無線通訊,system,0.8313010931015015
目標主機,system,目標電腦,system,0.8312790393829346
ic卡,system,非接觸式 ic 卡,system,0.8312464356422424
linux工作站,system,linux,system,0.8312151432037354
iot裝置,system,wi-fi 裝置,system,0.8311216235160828
行動裝置,system,ios 手機,system,0.8310449123382568
ic金融卡,system,ic 卡系統,system,0.8305834531784058
使用者裝置,system,聯網裝置,system,0.8305490612983704
硬體設備,system,物聯網設備,system,0.8305360674858093
硬體類資產,system,硬體,system,0.8304852247238159
dns伺服器,system,internet 伺服器,system,0.8301483988761902
internet 伺服器,system,網站伺服器,system,0.830145001411438
microsoft windows,system,windows 10,system,0.8300376534461975
資通系統,system,系統運作,system,0.8299012184143066
安全環境,system,安全網路,system,0.8298714756965637
晶片卡,system,記憶卡,system,0.829845130443573
行動通訊,system,行動裝置,system,0.8296947479248047
b2b電子商務,system,c2b 電子商務,system,0.8295977115631104
加密系統,system,資訊安全系統,system,0.8295542001724243
行動通訊系統,system,gsm 行動電話設備,system,0.8294438719749451
終端使用者裝置,system,裝置,system,0.8292714357376099
資訊安全系統,system,安全網路,system,0.8288744688034058
無線通訊,system,公共無線網路,system,0.8284429311752319
linux 作業系統,system,dos 作業系統,system,0.8284080028533936
雲端資源,system,雲端資料庫,system,0.8282424807548523
資產,system,虛擬化資產,system,0.8281424045562744
競爭對手的網路,system,公司網路,system,0.8280646800994873
linux 作業系統,system,linux工作站,system,0.8279837369918823
殭屍網路,system,殭屍電腦,system,0.8278764486312866
電信網路,system,電網,system,0.827850341796875
microsoft windows,system,windows server,system,0.8276697397232056
資訊安全管理系統,system,資訊系統,system,0.8273767232894897
出入口,system,門,system,0.8273570537567139
windows 電腦,system,電腦作業系統,system,0.8272386789321899
核心資通系統,system,關鍵系統,system,0.827189028263092
802.11b,system,802.11ac,system,0.827141523361206
系統資源,system,實體資源,system,0.8270988464355469
使用者端,system,使用者的電腦,system,0.8270539045333862
組織網路,system,公司網路,system,0.8270413875579834
電腦設備,system,裝置,system,0.8269509673118591
資產,system,服務資產,system,0.8268986344337463
電腦伺服器,system,windows 伺服器,system,0.8268755078315735
攝影機,system,ip camera,system,0.8267050385475159
資訊基礎設施,system,資訊處理系統,system,0.8266928791999817
內外網路,system,企業內部網路,system,0.8265743851661682
電腦作業系統,system,dos 作業系統,system,0.8262879848480225
聯網裝置,system,行動裝置,system,0.8257958889007568
資產,system,組織資產,system,0.8257359862327576
使用者裝置,system,用戶電腦,system,0.8254772424697876
基礎設施,system,資訊基礎設施,system,0.8253638744354248
行動通訊,system,第三代行動通訊系統,system,0.8253425359725952
企業級路由器,system,公司網路,system,0.8252941966056824
smartphone,system,ios 手機,system,0.8250651955604553
聯網裝置,system,物聯網相關設備,system,0.8249459862709045
平台即服務 (paas),system,paas,system,0.824895977973938
用戶設備,system,硬體設備,system,0.8245398998260498
行動通訊,system,電信網路,system,0.8244711756706238
行動通訊系統,system,電信網路,system,0.8237549662590027
憑證機構資訊系統,system,資訊基礎設施,system,0.823739230632782
資訊機房,system,資訊基礎設施,system,0.8237062096595764
dns伺服器,system,網頁伺服器,system,0.8236692547798157
物聯網相關設備,system,無線設備,system,0.8236365914344788
資訊機房,system,資訊處理設施,system,0.8235567212104797
linux伺服器,system,web 伺服器,system,0.8232481479644775
營運系統伺服器,system,營運系統,system,0.8231728672981262
電力系統,system,電網,system,0.8230847120285034
網路空間,system,網路環境,system,0.8230147361755371
linux伺服器,system,internet 伺服器,system,0.8227645754814148
資訊處理設施,system,關鍵資訊基礎設施,system,0.8224127292633057
主機端點,system,主機,system,0.8223161101341248
加密系統,system,關鍵系統,system,0.822079062461853
ios 手機,system,手機,system,0.8220639228820801
b2b電子商務,system,電子商務系統,system,0.8218958377838135
電子檔案系統,system,備份系統,system,0.8218957781791687
linux 作業系統,system,linux系統設備,system,0.8217547535896301
企業網路,system,電信網路,system,0.8216455578804016
實體化資產,system,虛擬化資產,system,0.82151859998703
憑證機構資訊系統,system,資訊處理系統,system,0.8212663531303406
組織內部網路,system,內外網路,system,0.8211894035339355
網路資源,system,實體資源,system,0.821007251739502
系統主機,system,linux系統,system,0.8209580183029175
web伺服器,system,虛擬伺服器,system,0.8209508657455444
虛擬伺服器,system,web 伺服器,system,0.8208637833595276
網路系統,system,網路層,system,0.8207063674926758
異地,system,異地備援,system,0.8205879330635071
電腦作業系統,system,linux系統,system,0.8200812339782715
linux 作業系統,system,linux 系統,system,0.8198215961456299
受控制電腦,system,電腦控制的設備,system,0.8197883367538452
物聯網 (iot),system,物聯網,system,0.8197686672210693
用戶設備,system,電腦設備,system,0.8197269439697266
營運持續管理,system,營運持續計劃,system,0.8196921348571777
廣域網路,system,區域網路,system,0.8195818066596985
資訊機房,system,機房,system,0.8195380568504333
ios 手機,system,android 手機,system,0.819501519203186
用戶設備,system,物聯網設備,system,0.8193339109420776
基礎設施,system,雲端基礎設施,system,0.8192234039306641
廣域網路,system,公共無線網路,system,0.8190763592720032
企業網路電路,system,企業級路由器,system,0.818807065486908
核心網路,system,網路層,system,0.8187828063964844
電信網路,system,網路系統,system,0.8184623718261719
電力設備,system,備援電力,system,0.8182715177536011
家中電腦,system,使用者電腦,system,0.8181639313697815
gsm,system,gsm 行動電話設備,system,0.8180798888206482
企業內部網路,system,組織網路,system,0.8179254531860352
用戶設備,system,用戶設備 (ue),system,0.8177951574325562
使用者的電腦,system,家中電腦,system,0.8176460266113281
雲端服務系統,system,雲端基礎設施,system,0.8173823952674866
非接觸式 ic 卡,system,ic 卡,system,0.8171576857566833
企業網路,system,乙太網路,system,0.8170446157455444
linux,system,windows,system,0.8169113397598267
iot裝置,system,物聯網 (iot),system,0.8168293237686157
linux伺服器,system,web伺服器,system,0.8167521953582764
iphone,system,手機,system,0.816704511642456
公司電腦,system,使用者電腦,system,0.8166217803955078
安全環境,system,安全基礎設施,system,0.8165861964225769
密碼系統,system,資訊安全系統,system,0.8165150880813599
路由器,system,物聯網裝置,system,0.8164834976196289
網路系統,system,lte 系統,system,0.8164486885070801
晶片卡,system,非接觸式 ic 卡,system,0.8163813352584839
競爭對手的網路,system,電腦或網路,system,0.816156804561615
資通系統,system,網路系統,system,0.8161516785621643
系統主機,system,主機a,system,0.8161448240280151
電腦主機,system,家中電腦,system,0.8160271048545837
企業組織營運,system,組織網路,system,0.8160169720649719
linux伺服器,system,linux,system,0.8159850239753723
amazon ec2,system,amazon aws,system,0.8158621788024902
資產,system,實體化資產,system,0.8158276081085205
資訊安全管理系統,system,資產管理系統,system,0.8157410621643066
dos 作業系統,system,windows,system,0.8155933618545532
行動電話,system,android 手機,system,0.8155222535133362
電腦或網路,system,物聯網,system,0.8152070641517639
用戶設備,system,終端使用者裝置,system,0.8151853084564209
使用者裝置,system,iot裝置,system,0.815176784992218
乙太網路,system,網路層,system,0.8150519728660583
公司電腦,system,用戶電腦,system,0.8149206638336182
資訊安全管理系統,system,憑證機構資訊系統,system,0.8148103952407837
模組裝置,system,iot裝置,system,0.8146300911903381
電力設施,system,備援電力,system,0.8144547939300537
學生關聯表,system,書本關聯表,system,0.8143965005874634
無線區域網路,system,公共無線網路服務,system,0.8143690824508667
電腦或網路,system,公司網路,system,0.8143555521965027
電信網路,system,物聯網,system,0.8143011331558228
雲端運算服務,system,雲端環境,system,0.8142101168632507
基地台,system,基地台 (ap),system,0.8139069080352783
公司電腦,system,家中電腦,system,0.8137820959091187
使用者端,system,用戶終端設備,system,0.8137809038162231
b2b,system,b2c,system,0.8137499094009399
組織內部網路,system,企業或組織內部,system,0.8137341737747192
無線通訊,system,4g通訊,system,0.8136898279190063
系統計算機,system,資訊處理系統,system,0.8136318922042847
電腦伺服器,system,資料庫伺服器,system,0.8135921955108643
802.11a,system,802.11ac,system,0.8133519887924194
工作站/個人電腦,system,個人電腦與伺服器,system,0.8132059574127197
系統計算機,system,linux系統,system,0.8130520582199097
資通系統,system,認證系統,system,0.8129690885543823
網頁瀏覽器,system,網頁伺服器,system,0.8128445148468018
第二代行動通訊,system,行動通訊系統,system,0.8128378391265869
電子檔案系統,system,資料庫系統,system,0.8126408457756042
電腦伺服器,system,internet 伺服器,system,0.8126348257064819
雲端基礎設施,system,雲端平台,system,0.8125589489936829
網通設備,system,用戶設備,system,0.8125267028808594
物聯網雲端平台,system,平台,system,0.8125218749046326
目標主機,system,目標伺服器,system,0.812480628490448
乙太網路,system,物聯網,system,0.8124396204948425
使用者端,system,終端使用者裝置,system,0.8122607469558716
gsm,system,手機,system,0.8122385144233704
目標電腦,system,目標伺服器,system,0.8120964169502258
網通設備,system,無線設備,system,0.8119539022445679
網路系統,system,乙太網路,system,0.811948835849762
資訊資產,system,虛擬資產,system,0.8119304776191711
電腦伺服器,system,dns伺服器,system,0.8118161559104919
無線通訊,system,電信網路,system,0.8117035627365112
物聯網相關設備,system,iot裝置,system,0.8115124702453613
windows 作業系統,system,用戶電腦,system,0.8112863898277283
用戶電腦,system,家中電腦,system,0.8110955357551575
目標主機,system,主機,system,0.8110188245773315
ios,system,iaas,system,0.8108897805213928
系統主機,system,內部主機,system,0.8107877969741821
核心資通系統,system,核心網路,system,0.8107553720474243
企業組織營運,system,企業或組織內部,system,0.8106586933135986
電力設施,system,備援電力系統,system,0.810505747795105
物聯網節點,system,物聯網,system,0.8103829622268677
資通系統,system,資料庫系統,system,0.8102496862411499
windows 電腦,system,windows 10,system,0.8100451231002808
營運系統伺服器,system,公司伺服器,system,0.8098556995391846
公司電腦,system,使用者的電腦,system,0.8096442818641663
雲端服務環境,system,雲端平台,system,0.8096356987953186
windows 作業系統,system,windows server,system,0.809429407119751
行動通訊系統,system,手機,system,0.8091252446174622
電腦伺服器,system,web伺服器,system,0.8090595602989197
雲端基礎設施,system,雲端運算,system,0.8089418411254883
雲端基礎設施,system,雲端服務,system,0.8089302182197571
跳板主機,system,主機,system,0.8087930083274841
電力系統,system,備援電力,system,0.8087575435638428
受控制電腦,system,機器人電腦,system,0.8085240721702576
平台即服務 (paas),system,軟體即服務 (saas),system,0.808497428894043
對稱金鑰加密系統,system,公開金鑰密碼系統,system,0.8084894418716431
資訊安全資產,system,硬體資產,system,0.8082733154296875
網通設備,system,物聯網裝置,system,0.8079844117164612
san,system,nas,system,0.8077602982521057
安全環境,system,資訊安全範疇,system,0.8077170848846436
雲端資訊系統,system,雲端服務,system,0.8075730204582214
密碼系統,system,認證系統,system,0.8075408339500427
聯網裝置,system,電腦或網路,system,0.8074812293052673
wi-fi 裝置,system,裝置,system,0.807410717010498
iphone,system,smartphone,system,0.8072211742401123
公司電腦,system,公司伺服器,system,0.80720055103302
windows 電腦,system,用戶電腦,system,0.8071087002754211
資訊資產,system,虛擬化資產,system,0.8070804476737976
linux伺服器,system,虛擬伺服器,system,0.8070511221885681
linux工作站,system,linux桌上型電腦,system,0.8069545030593872
gsm 行動電話設備,system,行動裝置,system,0.8068185448646545
pki,system,cryptoki,system,0.8064930438995361
雲端服務環境,system,雲端運算,system,0.8061879873275757
windows 作業系統,system,windows 10,system,0.806117057800293
健保ic卡,system,ic 卡系統,system,0.8060895204544067
tcp/ip 網路,system,tcp,system,0.8060819506645203
c2c電子商務,system,電子商務系統,system,0.8060298562049866
osi 參考模式,system,osi模型,system,0.8060239553451538
系統運作,system,關鍵系統,system,0.8059093952178955
雲端環境,system,雲端資料庫,system,0.805898129940033
電力系統,system,獨立供電系統,system,0.8058701753616333
linux工作站,system,工作站/個人電腦,system,0.8058338761329651
ieee 802.11i,system,802.11g,system,0.8057311773300171
目標網路,system,目標系統,system,0.8054340481758118
電腦主機,system,主機,system,0.8054115176200867
ieee 802.11i wlan,system,802.11g,system,0.8052380681037903
內外網路,system,網路層,system,0.8051502108573914
行動通訊系統,system,4g通訊,system,0.8050997257232666
電子商務,system,o2o電子商務模式,system,0.8050783276557922
硬體資產,system,電腦設備,system,0.8050587773323059
備援中心,system,資料中心,system,0.8050377368927002
hicloud,system,雲端環境,system,0.8049168586730957
物聯網雲端平台,system,雲端支付平台,system,0.8047816157341003
lan,system,san,system,0.8047492504119873
wan,system,nas,system,0.8046987056732178
網通設備,system,電力設備,system,0.804503321647644
物聯網架構,system,網路層,system,0.8044939637184143
暖備援站點,system,備用站點,system,0.8044562339782715
組織,system,組織資產,system,0.8043271899223328
無線區域網路,system,路由器,system,0.8037866950035095
控制的設備,system,自動化生產與控制系統設備,system,0.8037817478179932
linux 系統,system,android 系統,system,0.8036729693412781
ims,system,多媒體子系統 (ims),system,0.8032109141349792
無線存取網路,system,4g無線網路,system,0.8031395673751831
智慧卡電子系統,system,ic 卡系統,system,0.8031352758407593
資訊安全範疇,system,資訊安全管理制度,system,0.8028733730316162
nas,system,paas,system,0.8028635382652283
機器人電腦,system,系統計算機,system,0.8028323650360107
競爭對手的網路,system,網路環境,system,0.8026801347732544
設備與系統,system,網通設備,system,0.8025496006011963
晶片卡,system,卡片,system,0.8025302290916443
雲端基礎設施,system,雲端服務環境,system,0.802492618560791
資通系統,system,lte 系統,system,0.8024614453315735
gsm 行動電話設備,system,手機,system,0.8022505044937134
目標網路,system,目標伺服器,system,0.8022253513336182
電腦主機,system,機器人電腦,system,0.8021315932273865
資訊資產,system,實體化資產,system,0.8016786575317383
機房,system,資訊設施機房,system,0.8016763925552368
健身設備,system,電腦設備,system,0.8016557097434998
網路層,system,內部網路,system,0.801593542098999
資通系統,system,目標系統,system,0.8015885949134827
ios,system,ios 手機,system,0.8015449047088623
雲端資訊系統,system,憑證機構資訊系統,system,0.8015152215957642
o2o電子商務模式,system,b2b電子商務,system,0.8014780282974243
公司電腦,system,工作站/個人電腦,system,0.8013788461685181
營運系統,system,公共交通工具,system,0.8012351393699646
windows 電腦,system,dos 作業系統,system,0.801181972026825
資通系統,system,系統資源,system,0.8010846972465515
雲端運算,system,雲端平台,system,0.8010193109512329
關聯式資料庫,system,資料庫系統,system,0.800853431224823
linux系統設備,system,linux 系統,system,0.8006532192230225
macos,system,linux,system,0.8004084229469299
主站點,system,備用站點,system,0.8002312779426575
關鍵資訊基礎設施,system,基礎設施,system,0.8001028299331665
系統應用程式,app,應用系統程式,app,0.9778212308883667
軟體類資產,app,軟體資產,app,0.9770696759223938
ms-sql server,app,ms sql server,app,0.9730310440063477
應用系統程式,app,應用系統,app,0.9623808264732361
系統應用程式,app,應用系統,app,0.9476606249809265
網站應用程式,app,網頁應用程式,app,0.943771243095398
網站,app,網頁,app,0.93906569480896
應用軟體,app,網路應用軟體,app,0.9332075715065002
電腦軟體,app,軟體程式,app,0.9329431056976318
儲存服務,app,雲端儲存服務,app,0.932138979434967
網路應用程式,app,網路應用軟體,app,0.928588330745697
程式,app,電腦程式,app,0.923559308052063
應用系統程式,app,應用軟體子系統,app,0.923440158367157
應用軟體子系統,app,應用系統,app,0.9198130965232849
軟體程式,app,應用軟體,app,0.9194324016571045
手機app程式,app,應用程式,app,0.9150804281234741
手機app程式,app,行動應用程式,app,0.9139465093612671
系統應用程式,app,應用軟體子系統,app,0.9136933088302612
應用軟體子系統,app,軟體系統,app,0.9120553731918335
應用軟體,app,應用程式,app,0.9118679165840149
應用程式,app,行動應用程式,app,0.9113923907279968
應用程式,app,app,app,0.9080835580825806
安裝軟體,app,安裝程式,app,0.9063637852668762
erp系統,app,erp 系統,app,0.9052459597587585
應用系統程式,app,應用程式,app,0.9048323035240173
拍賣網站,app,露天拍賣網站,app,0.9046729803085327
網頁,app,web 頁面,app,0.9038801193237305
網路應用程式,app,網頁應用程式,app,0.8973991274833679
網路應用程式,app,應用程式,app,0.892212986946106
ftp/ssh,app,ftp,app,0.8904763460159302
線上購物,app,購物網站,app,0.8885302543640137
web 應用程式,app,網頁應用程式,app,0.8819530606269836
電腦軟體,app,應用軟體,app,0.881131112575531
微軟網路芳鄰,app,網路芳鄰,app,0.879690945148468
網站,app,官網,app,0.878631591796875
加密程式,app,解密程式,app,0.87760990858078
應用軟體子系統,app,應用軟體,app,0.8772896528244019
應用系統程式,app,應用軟體,app,0.8768022060394287
app,app,行動應用程式,app,0.8757457733154297
手機app程式,app,app,app,0.8748672008514404
應用程式,app,應用程式套件,app,0.8736745119094849
瀏覽器,app,chrome,app,0.8727669715881348
系統應用程式,app,應用程式,app,0.8721722364425659
電子郵件用戶端,app,電子郵件,app,0.8716772794723511
加密程式,app,電腦程式,app,0.869417130947113
系統應用程式,app,軟體系統,app,0.8686529397964478
應用程式,app,網站應用程式,app,0.8683800101280212
網頁,app,官網,app,0.8680638074874878
php 網頁,app,網頁,app,0.8678659200668335
軟體系統,app,軟體程式,app,0.8663104772567749
雲端應用程式,app,應用程式,app,0.8659018278121948
套裝軟體,app,軟體程式,app,0.8656792640686035
軟體程式,app,網路應用軟體,app,0.8646132349967957
電子商務網站,app,購物網站,app,0.8645448684692383
應用軟體,app,應用程式套件,app,0.8636067509651184
銀行資料庫,app,資料庫,app,0.8632960915565491
芳鄰,app,網路芳鄰,app,0.8628543615341187
web 應用程式,app,網站應用程式,app,0.8625203371047974
網站服務,app,http 服務,app,0.8604483008384705
網站,app,網站服務,app,0.8596487045288086
網路應用程式,app,網站應用程式,app,0.8589077591896057
組織的網站,app,網站,app,0.85837322473526
應用系統程式,app,軟體系統,app,0.8569300174713135
電子郵件用戶端,app,電子郵件客戶端,app,0.8562279939651489
套裝軟體,app,電腦軟體,app,0.8559715151786804
電子郵件客戶端,app,電子郵件,app,0.8548083305358887
網站,app,web 頁面,app,0.8543331623077393
網路應用軟體,app,網頁應用程式,app,0.8542451858520508
專門的網站,app,網站,app,0.8536099195480347
應用系統程式,app,應用程式套件,app,0.8522123098373413
軟體系統,app,應用系統,app,0.8515048623085022
軟體程式,app,電腦程式,app,0.8513988256454468
app,app,第三方 app,app,0.850961446762085
銀行網站,app,網站,app,0.8504918813705444
網路應用程式,app,應用軟體,app,0.8503004312515259
網頁,app,瀏覽器,app,0.8499711155891418
服務,app,網站服務,app,0.8493762612342834
手機app程式,app,手機銀行應用程式,app,0.8491446375846863
google,app,chrome,app,0.8474259376525879
http 服務,app,ftp 服務,app,0.8458545804023743
網站,app,惡意網站,app,0.8448008298873901
ftp伺服器,app,ftp 服務,app,0.8446485996246338
購物網站,app,網站,app,0.8443174362182617
應用軟體,app,應用系統,app,0.8435500264167786
網路應用程式,app,雲端應用程式,app,0.8433310389518738
電子商務網站,app,網站,app,0.8426705598831177
電腦軟體,app,網路應用軟體,app,0.8419356942176819
程式,app,加密程式,app,0.8414086699485779
手機銀行應用程式,app,行動應用程式,app,0.841221272945404
套裝軟體,app,應用程式套件,app,0.8410605788230896
軟體程式,app,應用程式套件,app,0.8407196998596191
應用系統程式,app,軟體程式,app,0.8406567573547363
手機app程式,app,應用軟體,app,0.839826226234436
不安全網站,app,惡意網站,app,0.839206337928772
線上入口網站,app,電子學習入口網站,app,0.8391959071159363
應用軟體子系統,app,軟體程式,app,0.8391813635826111
